index,source_timestamp,receipt_uptime,sensor_location,user_acceleration_x,user_acceleration_y,user_acceleration_z,gravity_x,gravity_y,gravity_z,rotation_rate_x,rotation_rate_y,rotation_rate_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,roll,pitch,yaw
737,941266.9562357222,941266.9830629167,right,-0.000990908476524055,0.001463641645386815,-0.002134747803211212,-0.37318116426467896,0.45645421743392944,0.8077036738395691,0.04245453700423241,-0.005783403292298317,-0.02526560239493847,0.2170368194363508,-0.944952951342493,0.10447869370181713,-0.22145682429011523,-2.7087820334381143,-0.474005933861285,3.027462847481852
738,941266.9762357222,941266.985224375,right,-0.002056526020169258,0.0018987810472026467,0.0005685655050911009,-0.3735450804233551,0.45684197545051575,0.8073163032531738,0.03759559243917465,0.014003124088048935,-0.03680744767189026,0.2173346449045994,-0.9448953890767373,0.10407155250902023,-0.2216021637973683,-2.70822801177423,-0.4744417970865634,3.0285421170097573
739,941266.9962357222,941267.0052841668,right,-0.004226024728268385,0.0008897455409169197,0.001200815662741661,-0.37425482273101807,0.45716509222984314,0.8068045377731323,0.036891475319862366,0.028217710554599762,-0.03673086315393448,0.21758632759482202,-0.9448050262391128,0.10366171175175708,-0.22193229829676925,-2.707262119337314,-0.47480505551012014,3.0297072829255725
740,941267.0162357222,941267.0332640418,right,-0.006256248336285353,0.0011603435268625617,-0.0013903200160712004,-0.3750593960285187,0.45752760767936707,0.8062250018119812,0.039609771221876144,0.02715706080198288,-0.021100295707583427,0.21783967893370684,-0.9446884089870995,0.10332640456814259,-0.22233602422542842,-2.706167037337762,-0.47521271574067736,3.030754275155861
741,941267.0362357222,941267.0464154168,right,-0.008047006092965603,-0.0006936457939445972,-0.004333706572651863,-0.3754902482032776,0.4581907093524933,0.805647611618042,0.0425439216196537,0.019326137378811836,0.007176259998232126,0.21821382573500733,-0.9445453484902512,0.10323727508310397,-0.22261811410153562,-2.705453547191931,-0.4759585664652115,3.0312632534447204
742,941267.0562357223,941267.08654875,right,-0.004401028621941805,-0.0018903716700151563,-0.007776687387377024,-0.37566643953323364,0.4589785039424896,0.805117130279541,0.03610841557383537,0.022757120430469513,0.018323704600334167,0.21862353424369677,-0.9443952422281778,0.10332576052269601,-0.22281205207887655,-2.705021540046006,-0.47684509871501324,3.0313610257749457
743,941267.0762357223,941267.0867172084,right,-0.003331840503960848,-0.0012318517547100782,-0.006885970011353493,-0.3759230077266693,0.4596356153488159,0.8046223521232605,0.027371643111109734,0.033747561275959015,0.01826062984764576,0.2189375714882018,-0.9442449119461556,0.10350243638144903,-0.22305869973729858,-2.704524212023523,-0.4775848595836171,3.031256780797478
744,941267.0962357223,941267.1052904167,right,-0.004014255478978157,-0.004424227401614189,-0.006297259591519833,-0.3763163983821869,0.46022167801856995,0.8041031360626221,0.02641325630247593,0.034516841173172,0.023005420342087746,0.21919744217889142,-0.944083194908185,0.10372323190413794,-0.2233850193673214,-2.7038751770811587,-0.47824487191520854,3.0310778628530306
745,941267.1162357223,941267.1574565417,right,-0.006104797590523958,-0.003979903645813465,-0.005901180673390627,-0.3766642212867737,0.4608446955680847,0.8035835027694702,0.028944287449121475,0.03771256282925606,0.029704442247748375,0.21947142166857667,-0.9439176773919126,0.10397696257968392,-0.22369753631987305,-2.7032720396303604,-0.4789467474523602,3.030827643745428
746,941267.1362357223,941267.1578589584,right,-0.0066843279637396336,-0.006362061481922865,-0.0061508407816290855,-0.37709417939186096,0.46151524782180786,0.8029967546463013,0.029375022277235985,0.05276545137166977,0.02328212931752205,0.2197613990321996,-0.9437306914729331,0.10426308867187475,-0.22406822979031243,-2.702552485268536,-0.4797024678031229,3.0305474555053147
747,941267.1562357224,941267.1818342917,right,-0.0016869354294613004,-0.006871060002595186,-0.00946076400578022,-0.37812018394470215,0.4619515836238861,0.8022630214691162,0.021036583930253983,0.08284983038902283,-0.0039004620630294085,0.2199340836957681,-0.943519557801415,0.10441456506880974,-0.22471647451518678,-2.7011537136106534,-0.4801943617332544,3.030655849872325
748,941267.1762357224,941267.1869898334,right,0.002925928682088852,-0.005490931682288647,-0.010536144487559795,-0.3798193037509918,0.4620262086391449,0.8014171123504639,0.0002930110495071858,0.10412665456533432,-0.02744453214108944,0.21991077081382268,-0.943290896531787,0.10445513716547819,-0.22567845388472293,-2.6990140374982,-0.4802785206475435,3.031086440046087
749,941267.1962357224,941267.2082622084,right,0.001759101403877139,-0.0019130660220980644,-0.002889362396672368,-0.3818797767162323,0.4617680609226227,0.8005858659744263,-0.011124327778816223,0.10391175001859665,-0.026772676035761833,0.21970857382027423,-0.9430740416263712,0.10442367916357426,-0.2267930485151999,-2.696513516166474,-0.47998743955562023,3.031673911374361
750,941267.2162357224,941267.2587164583,right,-0.00047154471394605935,0.00013801750901620835,0.0018789760069921613,-0.38263124227523804,0.4617193639278412,0.8002550005912781,-0.004408964887261391,0.05570559948682785,0.015467180870473385,0.2195871871849596,-0.9429540414120231,0.10471486892526254,-0.22727475053664128,-2.695588275938321,-0.47993254542075503,3.0312601104643035
751,941267.2362357224,941267.258871,right,-0.002702457131817937,0.002188778016716242,0.006648107897490263,-0.38338252902030945,0.46167096495628357,0.799923837184906,0.0023063989356160164,0.007499450817704201,0.0577070415019989,0.21946568542297412,-0.9428338535157423,0.10500604129067577,-0.2277564182251787,-2.694663145872778,-0.4798779963832532,3.030846263780669
